,word,word_lang,word_pos,word_ipa,word_ipa_edited_vowel,word_en,next_word_index_verb,next_word_index_noun,next_word_index_adjective,word_ch,word_id
1054,あぶり出し,ja,noun,/abɯɾidaɕi/,ɶuyɶy,Livelihood,106:177:286:321:362:369:875:898:969:1016:1132,542:662:721:780:788:812:871:897:911:982:1018:1026:1093:1124:1138:1163:1182:1186:1251,340:383:390:629:813:1012:1104:1105,生计,Mata pencaharian
1055,胡子拉碴,zh-cn,noun,/xu˧˥ tsɯ˧ la˥˥ ʈʂʰa˥˥/,ubuɶɶ,Japanese,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1073:1094:1125:1187:1206:1255,24:98:357:365:384:493:975,胡子拉碴,Jepang
1056,１人あたり,ja,noun,/çitoɾiataɾi/,yoyɶɶy,Per person,40:76:78:83:85:184:197:208:222:239:266:337:441:497:656:781:826:841:869,637:650:658:672:698:746:766:800:832:843:899:909:914:923:945:952:964:977:987:1168:1172:1199:1200:1204:1238,60:113:131:137:367:676,每人,Per orang
1057,가이아나,ko,noun,/ka̠ia̠na̠/,ɶyɶɶ,Gaiana,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,盖亚纳,Gaiana.
1058,가기,ko,verb,/ka̠ɡi/,ɶy,Going,143:283:284:417:419:436:461:708:902:941:942:1189,518:567:569:581:751:756:844:906:936:1038:1051:1191:1212:1258:1260,166:450:488:517:903:999:1101,去,Pergi
1059,가무파리,ko,noun,/ka̠mupʰa̠ɾi/,ɶuɶy,Duty Paris,45:94:110:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:707:723:793:939:990:1041:1044:1066:1071:1198:1268,104:109:144:263:379:455:682:960:970,值班巴黎,Tugas Paris
1060,malbanala,eo,noun,/malbanala/,ɶbɶɶɶ,Malbanala,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:633:647:690:716:727:731:742:760:779:830:834:837:840:874:885:887:916:950:1030:1137:1210,69:114:120:142:191:322:556:835,马尔巴拉,Malbanala.
1061,Pyjama,de,noun,/pyˈd͡ʒaːma/,yɶɶ,Pajama,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1057:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,睡衣,Piyama
1062,uzukapi,eo,verb,/uzukapi/,uuɶy,use to use,45:94:110:290:326:361:373:409:718:913:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:960:970,用来使用,gunakan untuk digunakan
1063,Foto,de,noun,/foːto/,oo,photo,33:288:289:381:395:494:511:512:651:1169,575:1040:1092:1261,140:243:298:377:386:393:451:753,照片,foto
1064,가라쿠,ko,noun,/ka̠ɾa̠kʰu/,ɶɶu,Karaku,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:767:803:863:930:935:1013:1129:1205:1254,19:145:573:736:1147,卡拉库,Karaku.
1065,balaban,ro,adjective,/balaban/,ɶɶɶm,Balaban,5:68:86:123:199:251:252:270:334:339:351:368:398:408:458:683:809:981,529:578:624:634:733:737:787:818:846:972:973:1003:1004:1029:1262,9:400:460:821,巴拉班,Balaban.
1066,１０代,ja,noun,/dʑɯɯdai/,buuɶy,Teen,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,707:723:793:856:967:986:990:1036:1041:1059:1071:1198:1268:1278,109:682:960,青少年,Remaja
1067,agarinean,ro,adjective,/aɡarinĕan/,ɶɶyɶm,Agararean,344:399:430:444:468:509:825:976:1048:1171,729:878:965:985:989:1081:1115:1139,13:115:404:427:606:636,伊拉拉队,Agararean.
1068,Tutor,de,noun,/ˈtuːtoɾ/,uo,tutor,406:442:1133:1202:1230,525:544:577:933:1117:1118:1240,307:449:462:473:515:1155,导师,Tutor
1069,contre-attaqua,fr,verb,/kɔ̃tʁataka/,ɔbɶɶɶ,counter-attacked,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1194:1253,564:571:609:633:647:690:716:727:731:742:755:760:779:830:834:837:840:874:887:894:916:950:1030:1046:1060:1137:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,反击,serangan balik.
1070,béatifie,fr,adjective,/beatifi/,øɶyy,beatifier,15:21:50:125:159:182:194:212:292:320:674:764:919:1108:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1242,萌芽,beatifier.
1071,escusalí,es,noun,/eskusaˈli/,øbuɶy,scubal,45:94:110:290:326:361:373:409:718:880:913:1062:1110:1116,523:585:595:697:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1198:1268:1278,104:109:144:263:379:455:682:960:970,鳞上,scubal.
1072,abajaría,es,verb,/aβaxaˈɾia/,ɶɶɶyɶ,To absorb,80:126:223:426:730:1074:1181:1227,543:554:568:626:644:653:680:693:778:804:807:831:833:886:889:890:915:929:1149:1259:1286,23:35:65:116:122:171:173:196:221:242:287:471:506:735:801,吸收,Untuk menyerap
1073,بانوراما,ar,noun,/baːnuːraːmaː/,ɶuɶɶ,panorama,0:11:55:82:198:246:275:711:896:1047:1184,535:560:601:628:635:645:666:677:696:806:854:893:1024:1028:1055:1094:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,全景,Panorama.
1074,analiza,eo,verb,/analiza/,ɶɶyɶ,Analyze,80:126:223:426:730:858:1072:1179:1181:1227,554:568:644:653:680:778:804:807:831:833:886:890:915:929:1149:1286,65:116:735:801,分析,Menganalisa
1075,african,ro,adjective,/afrikan/,ɶyɶm,African,344:399:430:444:468:509:825:976:1048:1171,729:878:965:985:989:1081:1115:1139,13:115:404:427:606:636,非洲人,Afrika
1076,とき,ja,noun,/toki/,oy,Time,132:147:164:311:345:479:480:496:507:759:772:845:979:998:1192:1207,617:743:771:938:1043:1052:1080:1177:1197,148:163:234:338:380:388:463:487:1178,时间,Waktu
1077,６日,ja,noun,/mɯika/,uyɶ,Six days,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,642:722:732:744:822:827:829:881:907:955:983:1002:1034:1158:1175:1231,108:151:271:349:413:516:953:1284,六天,Enam hari
1078,tabú,es,adjective,/taˈβu/,ɶu,taboo,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492:790:932,541:559:561:576:706:745:791:842:866:904:940:1017:1096:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:280:431:435:504:773:1097,忌讳,tabu
1079,okaza,eo,adjective,/okaza/,oɶɶ,occasional,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008:1146,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128:1145,254:265:786:1031,偶然,sesekali
1080,Modi,de,noun,/ˈmoːdi/,oy,Modes,132:147:164:311:345:479:480:496:507:759:772:845:979:998:1192:1207,617:743:758:771:938:1052:1076:1174:1177:1197:1226:1282,148:163:234:338:380:388:463:487:1178,模式,Mode.
1081,Ｉターン,ja,noun,/aitaːɴ/,ɶyɶm,I-turn,344:399:430:444:468:509:825:976:1048:1171,729:965:985:989:1115:1139,13:115:404:427:606:636:1020:1067:1075,我转,I-belok
1082,أودينيزي,ar,noun,/ʔuːdiːniːziː/,uyyy,Udinese,51:61:224:238:260:355:360:1089,599:610:668:678:686:851:853:877:920:921:947:1007:1010:1019:1032:1033:1090:1095:1126:1142:1152:1161:1224,71:1088:1269,乌迪内斯,Udinese
1083,bégonia,id,noun,/begonia/,øoyɶ,begonia,117:211:277:957:1037:1112:1113,586:605:673:820:848:870:994:1011:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,秋海棠,bégonia
1084,filaliu,ro,noun,/filalju/,yɶu,philalium,7:31:64:74:138:192:241:258:371:415:425:440:457:465:615:895:997,522:527:528:534:557:616:679:728:750:805:815:819:824:847:861:908:961:1159:1190:1217:1225:1239:1280,62:111:185:206:299:424,素合格,philalium
1085,储蓄,zh-cn,noun,/ʈʂʰu˧˥ ɕy˥˩/,uy,Savings,162:310:389:418:432:770:1244,532:934:1049:1107:1127:1183:1219:1232,146:308:438:483:491:1053:1106,储蓄,Tabungan
1086,发展,zh-cn,verb,/fa˥˥ ʈʂan˨˩˦/,ɶɶm,development of,25:48:124:128:172:216:264:378:401:421:456:472:474:1166,539:540:565:580:589:596:619:664:694:738:741:768:775:798:962:1015:1042:1256,37:79:81:95:160:168:202:255:330:402:405:447:470:659,发展,perkembangan dari
1087,affilie,fr,verb,/afili/,ɶyy,affiliated,15:21:50:125:159:182:194:212:292:320:674:764:919:1108:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1242,附属,berafiliasiat
1088,aviisi,fi,adjective,/ˈɑviisi/,ɑyyy,avian,51:61:224:238:260:355:360:1089,599:610:668:678:686:851:853:877:900:920:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1142:1161:1224,71:1148:1269,禽,Avian.
1089,不遗余力,zh-cn,verb,/pu˥˩ i˧˥ y˧˥ li˥˩/,uyyy,spare no effort,51:61:224:238:260:355:360,599:610:668:678:686:851:853:877:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1142:1152:1161:1224,71:1088:1148,不遗余力,luangkan usaha
1090,내려디디기,ko,noun,/nɛ̝ɾjʌ̹didiɡi/,œɔyyy,Deadier,51:61:224:238:260:355:360:1089,599:610:678:686:851:853:877:900:920:921:947:1007:1019:1032:1082:1095:1126:1142:1152:1161:1224,71:1088:1148:1269,致命,Meier.
1091,고립하다,ko,noun,/ko̞ɾipʰa̠da̠/,oyɶɶ,Isolate,4:301:317:350:665:704:720:888:1102:1218:1228:1266,519:520:530:579:588:592:685:714:794:795:867:879:924:949:980:993:1000:1035:1061:1130:1143:1237:1243,70:72:73:366:392:687:814:966:1131:1150,隔离,Memisahkan
1092,ordo,id,noun,/ordo/,oo,Order,33:288:395:494:511:512:651:1169,575:1040:1063:1134:1261,140:377:386:393:451:753,命令,ordo
1093,Kalligraphie,de,noun,/ˌkaliɡʀaˑˈfiː/,ɶyɶy,calligraphy,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:721:780:788:812:897:911:982:995:1018:1026:1054:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,书法,kaligrafi
1094,amouracha,fr,noun,/amuʁaʃa/,ɶuɶɶ,loveache,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:628:635:666:677:696:806:893:1024:1028:1055:1073:1125:1187:1206:1255,24:98:357:365:384:493:975:1271,洛夫杰,Loveache.
1095,bé tỉ tì ti,vi,noun,/bɛ˩˧ ti˧˩˨ ti˦˨ ti˧˥/,œyyy,Baby billion,51:61:224:238:260:355:360:1089,599:610:668:678:686:851:853:877:900:920:921:1010:1019:1032:1033:1082:1090:1126:1142:1152:1161:1224,71:1088:1148:1269,宝宝十亿,Bayi miliar
1096,ＲＡＳ,ja,noun,/ɾasɯ/,ɶu,Ras,178:230:231:429:433:434:466:485:490:790:932,561:706:745:791:866:904:940:1017:1100:1109:1153:1193:1201:1209:1222:1245:1265:1274,165:181:233:249:431:435:504:773:1078:1097,拉斯,Ras.
1097,baniu,ro,adjective,/banju/,ɶu,money,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492:790:932,541:559:561:576:706:745:842:904:940:1017:1096:1100:1109:1153:1193:1201:1222:1245:1274,165:181:233:249:280:431:435:504:1078,钱,uang
1098,不敌,zh-cn,verb,/pu˥˩ ti˧˥/,uy,Lose,162:310:389:418:432:770:1244,532:934:1049:1107:1127:1183:1219:1232,146:308:438:483:491:1053:1106,不敌,Kalah
1099,さっ果,ja,noun,/sakːa/,ɶɶ,Ruth,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514:715,546:566:627:749:789:864:1180:1188:1203:1221:1263:1275:1283,100:136:180:244:281:396:459:469:481:498:604:1122:1176,露丝,Ruth.
1100,咯出,zh-cn,noun,/kʰa˨˩˦ ʈʂʰu˥˥/,ɶu,Gudge,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492,541:559:561:576:706:745:791:842:866:904:940:1017:1096:1193:1201:1209:1265:1274,165:181:233:249:280:431:435:504:773:1078:1097,咯出,Gudge.
1101,bali,id,adjective,/bali/,ɶy,Bali,139:143:282:283:284:309:313:419:436:484:510:708:902:941:942:1058:1189:1235,518:538:567:569:574:581:582:597:625:756:844:906:936:1038:1051:1173:1191:1208:1212:1234:1236:1258:1260,96:166:232:312:387:450:517:903:999,巴厘岛,bali
1102,abrigarla,es,verb,/aβɾiɣaɾla/,ɶyɶɶ,Aweh,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1218:1266,519:520:530:579:587:588:592:685:714:794:795:867:879:980:993:1000:1035:1057:1061:1091:1130:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,哇,Awe.
1103,articula,ro,noun,/artikula/,ɶyuɶ,articulate,39:47:218:437:499:868:1023,549:591:603:657:884:946:963:971:1025:1144:1160:1185:1272,152:189:1154:1250,阐明,pandai berbicara
1104,disuadí,es,adjective,/diswaˈði/,yɶy,dissuade,106:177:286:321:362:369:875:898:1016:1132,536:542:593:623:662:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1105,劝阻,menghalangi
1105,duplikati,eo,adjective,/duplikati/,ubyɶy,duplicate,106:177:286:362:898:969:1132,536:542:593:623:662:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215,1:43:59:333:340:383:390:422:467:629:813:1012:1104,复制,duplikat
1106,buriu,ro,adjective,/buriw/,uy,Burium,162:310:389:418:432:770:937:1098:1244,532:1049:1085:1107:1127:1183:1219:1232,146:308:438:483:491:1053,巢,Burium
1107,bui,id,noun,/bui/,uy,jail,162:310:389:418:432:770:937:1098:1244,532:934:1049:1085:1183:1219:1232,308:483:491:1053:1106,监狱,bui
1108,ĉasakiri,eo,verb,/t͡ʃasakiri/,ɶɶyy,hunting,125:212:320:674:681:764:1087:1120,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:852:1021:1070:1242,打猎,berburu
1109,蜡烛,zh-cn,noun,/la˥˩ ʈʂu˧˥/,ɶu,candle,93:134:178:230:231:305:359:403:411:429:433:434:466:485:490:492,541:559:561:576:706:745:791:842:866:904:940:1017:1096:1193:1201:1209:1265:1274,165:181:233:249:280:431:435:504:773:1078:1097,蜡烛,lilin
1110,ĉirkaŭbari,eo,verb,/t͡ʃirkaubari/,yɶuɶy,surround,45:94:110:290:326:361:373:409:718:913:1116,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:960:970,环绕,mengelilingi
1111,おうし座,ja,noun,/oɯɕiza/,ouyɶ,Taurus,20:67:119:200:300:324:328:364:410:495:700:1121:1123:1140,642:722:732:744:822:827:829:881:907:955:983:1002:1034:1158:1175:1231,108:151:271:349:413:516:953:1284,金牛座,Taurus
1112,가로놓이다,ko,verb,/ka̠ɾo̞no̞ida̠/,ɶooyɶ,Horize,957:1037:1113,605:673:688:769:820:857:870:994:1011:1083:1151:1264:1273,56:156:203:236:257:295:375:407:663:784:1027:1141,霍莉斯,Habis.
1113,好整以暇,zh-cn,verb,/xɑʊ˥˩ ʈʂɤŋ˨˩˦ i˨˩˦ ɕja˧˥/,ɑʊoyɶ,Okward,117:211:277:957:1112,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:663:784:1027:1141,好整以暇,Omward.
1114,bifall,sv,adjective,/²b'iːfalː/,yɶb,indemnite,36:53:75:167:477:513,654:669:689:774:925:992:1119:1164,34:227:268:347:420:652:1223,赔偿,Indemnite.
1115,affabulâmes,fr,noun,/afabylam/,ɶɶyɶm,affabulâmes,344:399:430:444:468:509:825:976:1048:1171,729:878:965:985:989:1081:1139,13:115:404:427:606:636:1020:1067:1075,选择,Affabulâmes.
1116,不搭理,zh-cn,verb,/pu˥˩ ta˥˥ li˧/,uɶy,Unrestrained,45:94:110:290:326:361:373:409:880:913:1062:1110,523:585:595:697:707:723:793:856:939:967:986:990:1036:1041:1044:1059:1066:1071:1198:1268:1278,104:109:144:263:379:455:682:960:970,不搭理,Bebas
1117,宿舍,zh-cn,noun,/su˥˩ ʂɤ˥˩/,uo,dorm room,406:442:1133:1230,525:544:577:933:1068:1118:1240:1246,307:449:462:473:515:1155,宿舍,kamar asrama
1118,buboi,ro,noun,/buboj/,uo,carbuncle,406:442:1133:1202:1230,525:544:577:933:1068:1117:1240:1246,307:449:462:473:515:1155,痈,bisul
1119,Pirat,de,noun,/piˈʁaːt/,yɶb,pirate,36:53:75:167:477:513,654:669:774:925:992,34:227:268:347:420:652:1114:1223,海盗,bajak laut
1120,dihadiri,id,verb,/dihadiri/,yɶyy,attended,15:21:50:159:182:194:292:674:681:764:919:1087:1108,526:639:640:667:763:808:811:816:849:850:855:859:918:927:931:991:1156,16:29:57:66:112:161:207:237:248:303:327:439:452:739:1021:1070:1242,参加,dihadiri
1121,aburría,es,verb,/aβuˈria/,ɶuyɶ,bore,20:67:119:200:300:324:328:364:410:495:700:1123:1140,602:620:642:722:732:744:822:827:829:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,毛孔,membosankan
1122,amar,ro,adjective,/amar/,ɶɶ,bitter,133:306:341:342:358:445:448:478:482:486:489:501:503:505:514:715,546:566:584:607:618:627:749:789:1099:1180:1195:1203:1229:1248:1257:1263:1275:1283,100:136:180:244:281:396:459:469:481:498:604:1176,苦的,pahit
1123,áfrýja,is,verb,/auːfrija/,ɶuyɶ,appeal,20:67:119:200:300:324:328:364:410:495:700:1121:1140,602:620:642:722:732:744:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,上诉,menarik
1124,adipati,id,noun,/adipati/,ɶyɶy,duke,106:321:369:875:898:969:1016:1132,536:593:623:721:780:788:812:871:897:911:982:995:1018:1026:1054:1093:1138:1162:1182:1186:1215:1251,1:43:59:333:422:467:629:813:1012:1104:1105,公爵,adipati
1125,asumarea,ro,noun,/asumarĕa/,ɶuɶɶ,taking,0:11:55:82:198:246:275:671:711:896:1047:1184,535:560:601:635:645:666:677:696:806:854:893:1028:1055:1073:1094:1206:1255,24:98:357:365:384:493:975:1271,服用,pengambilan
1126,subdividí,es,noun,/suβðiβiˈði/,ubyyy,subdivided,51:61:224:238:260:355:360:1089,599:610:668:678:686:851:853:877:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1142:1152:1161:1224,71:1088:1148:1269,细分,dibagi lagi
1127,budi,id,noun,/budi/,uy,reason,162:310:389:418:432:770:937:1098:1244,532:934:1049:1085:1183:1219:1232,308:483:491:1053:1106,原因,budi
1128,biodata,id,noun,/biodata/,yoɶɶ,Biodata,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:1008:1146,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1145,176:228:254:265:643:786:799:1031:1079:1270,生物田,biodata
1129,آله,ar,noun,/aːlahu/,ɶɶu,Machine,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:863:905:935:944:1013:1064:1205:1233:1254,19:145:573:736:1147,机器,Mesin
1130,Ｂ型,ja,noun,/biːgata/,yɶɶ,B type,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,B型,B Type.
1131,いいから,ja,adjective,/iikaɾa/,yyɶɶ,Because it is good,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:665:704:720:888:1102:1218:1228:1266,530:579:587:588:592:685:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1143:1237:1243:1267,63:70:72:73:205:366:392:394:687:966:1150,因为它很好,Karena itu baik
1132,쉬파리,ko,verb,/ʃʰɥipʰa̠ɾi/,yɶy,flesh fly,177:286:321:362:369:875:898:969:1016,536:542:593:623:662:721:780:788:812:871:911:982:995:1026:1054:1093:1124:1138:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,肉蝇,Daging terbang
1133,brujo,es,verb,/bɾuxo/,uo,sorcerer,406:442:1202:1230,525:544:577:933:1068:1117:1118:1246,307:449:462:473:515:1155,巫师,tukang sihir
1134,Rotor,de,noun,/ˈɾoːtoɾ/,oo,rotor,33:288:289:381:395:494:511:512:651:1169,575:1040:1092:1261,140:243:298:377:386:393:451:753,转子,rotor
1135,binar,ro,adjective,/binar/,yɶ,binary,343:391:453:464:984,611:754:1050:1157:1196:1277,141:314:385:502:508:978,二进制,Binary.
1136,가름,ko,verb,/ka̠ɾɯm/,ɶum,Stinging,285:802:910,551:638:675:761:782:836:860:1009:1214,150:454:475,刺痛,Pedas
1137,amenajarea,ro,noun,/amenaʒarĕa/,ɶøɶɶɶ,fittings,2:8:12:88:97:101:102:118:130:149:154:157:186:229:240:276:291:293:331:336:397:684:702:709:891:1069:1194:1253,564:571:609:647:690:727:731:742:755:760:779:830:834:837:840:874:885:887:894:916:1030:1046:1060:1210:1213,26:44:69:114:120:142:191:204:235:322:374:556:835,配件,perlengkapan
1138,italy,ro,noun,/itali/,yɶy,Italy,106:177:286:321:362:369:875:898:969:1016:1132,536:542:593:623:662:780:788:812:871:897:995:1018:1054:1093:1124:1162:1163:1182:1186:1215:1251,1:43:59:333:340:383:390:422:467:629:813:1012:1104:1105,意大利,Italia
1139,갈비탕,ko,noun,/ka̠ɭbitʰa̠ŋ/,ɶyɶm,Ribs,344:399:430:444:468:509:825:976:1048,878:965:985:1081:1115,13:115:404:427:606:636:1020:1067:1075,肋骨,Tulang iga
1140,aboutira,fr,verb,/abutiʁa/,ɶuyɶ,end up at,20:67:119:200:300:324:328:364:410:495:700:1121:1123,602:620:642:722:732:744:822:827:829:881:907:955:983:1002:1034:1077:1111:1158:1175:1231,108:151:271:349:413:516:953:1284,最终,berakhir di
1141,ác-mô-ni-ca,vi,adjective,/ak˦˥-mo˧˥-ni˧˥-ka˧˥/,ɶboyɶ,Argentic,117:211:277:957:1037:1112:1113,586:605:673:688:769:820:848:857:870:994:1011:1083:1151:1264:1273,32:46:56:156:203:236:257:295:375:407:784:1027,阿根廷,Argentic.
1142,aliigi,eo,noun,/aliigi/,ɶyyy,Align,61:355:1089,599:668:678:686:851:853:877:900:920:921:947:1007:1010:1019:1032:1033:1082:1090:1095:1126:1152:1161:1224,71:1088:1148:1269,对齐,Meluruskan
1143,bílanna,is,noun,/piːlana/,yɶɶ,the cars,4:49:84:90:92:174:210:262:294:301:317:350:354:370:423:631:704:720:888:1102:1218:1228:1266,519:520:530:579:587:588:592:714:794:795:867:879:924:949:980:993:1000:1035:1057:1061:1091:1130:1237:1243:1267,63:70:72:73:205:366:392:394:687:814:966:1131:1150,汽车,mobil-mobil
1144,儿媳妇儿,zh-cn,noun,/aɻ˧˥ ɕi˧˥ fu˧ aɻ˧/,ɶyuɶ,Daughter-in-law,39:47:218:437:499:868:1023,549:591:603:657:699:946:963:971:1025:1103:1160:1272,152:189:796:1154,儿媳妇儿,Menantu wanita
1145,간동하다,ko,noun,/ka̠ndo̞ŋɦa̠da̠/,ɶmoɶɶ,Tune,817:1008:1146,600:641:655:670:691:692:695:719:752:776:823:838:883:926:958:1001:1128,176:228:643:786:799:1031:1079:1270,调,Lagu
1146,abobaba,es,verb,/aβoβaβa/,ɶoɶɶ,abobaba,17:22:38:54:77:105:107:121:129:193:195:217:261:269:272:352:353:412:817:1008,562:600:613:641:655:670:691:692:695:719:752:776:823:838:883:958:1001:1128:1145,176:228:254:265:643:786:799:1031:1079:1270,阿巴布巴,Abobaba.
1147,frammá,is,adjective,/framau/,ɶɶu,exquisite,3:6:10:52:127:155:188:209:213:247:278:296:302:304:316:323:363:428:446:630:865:951,548:553:558:563:570:572:583:590:598:612:621:632:649:710:725:740:757:767:803:863:905:930:935:944:1013:1064:1129:1205:1233:1254,19:145:573,精美的,sangat indah
